IMSA_DecisionFinal,Applicant_ResponseFinal,IMSA_AcceptedApplicant,WAIVER,IMSA_Graduate,Race_text,IMSA_Graduate,ID_Person,Race_ISBE,IMSA_CurrentStudent,IMSA_AcceptedApplicant,IMSA_Applicant,IMSA_Attendee,Applicant_Year,Applicant_Response1,Applicant_Response2,Applicant_Response3,IMSA_DecisionFinal,IMSA_DecisionOriginal,Home_County,Home_City,Applicant_SATM,Applicant_SATCR,Applicant_SATW
NULL,NULL,Yes,NULL,Yes,,Yes,4850,Asian,No,Yes,Yes,Yes,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Orland Park,620,550,NULL
NULL,NULL,No,NULL,NULL,,NULL,6417,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Naperville,650,520,470
NULL,NULL,No,NULL,NULL,,NULL,6417,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,650,590,500
NULL,NULL,No,NULL,No,,No,8024,Asian,NO,No,Yes,NO,2014,NULL,NULL,NULL,NULL,Waitlist,Cook,Orland Park,650,520,NULL
NULL,NULL,No,NULL,NULL,,NULL,14448,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Will,Naperville,590,570,NULL
NULL,NULL,Yes,NULL,Yes,Asian,Yes,26670,Asian,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Bloomingdale,640,540,490
NULL,NULL,Yes,NULL,Yes,,Yes,26685,Asian,No,Yes,Yes,Yes,2011,NULL,NULL,NULL,NULL,No Offer,Iroquois,Watseka,590,460,NULL
NULL,NULL,No,NULL,NULL,,NULL,26688,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,DuPage,Lombard,600,450,590
NULL,NULL,No,NULL,NULL,,NULL,26725,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Schaumburg,470,480,400
NULL,NULL,No,NULL,NULL,Asian,NULL,43873,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,530,530,530
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, Asian",NULL,43874,Hispanic or Latino,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Lombard,390,420,420
Yes,Accept,Yes,NULL,Yes,,Yes,4850,Asian,No,Yes,Yes,Yes,2012,Accept,NULL,NULL,Yes,Waitlist,Cook,Orland Park,690,600,530
NULL,NULL,No,NULL,NULL,,NULL,34005,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Will,Bolingbrook,560,580,NULL
NULL,NULL,No,NULL,NULL,,NULL,34006,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Schaumburg,590,500,NULL
NULL,NULL,No,NULL,NULL,,NULL,26788,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,McHenry,Algonquin,570,490,540
NULL,NULL,No,NULL,NULL,Asian,NULL,44367,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,Waitlist,Will,Plainfield,580,550,560
NULL,NULL,Yes,1,No,Asian,No,8026,Asian,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Orland Park,610,560,500
Yes,Accept,Yes,1,No,Asian,No,8026,Asian,Yes,Yes,Yes,Yes,2014,Accept,NULL,NULL,Yes,Waitlist,Cook,Orland Park,620,540,NULL
Yes,Accept,Yes,1,No,Asian,No,39312,Asian,Yes,Yes,Yes,Yes,2015,Accept,NULL,NULL,Yes,Waitlist,DuPage,Aurora,640,710,710
Yes,Accept,Yes,5,No,Asian,No,39311,Asian,Yes,Yes,Yes,Yes,2015,Accept,NULL,NULL,Yes,Waitlist,Champaign,Savoy,660,580,580
NULL,NULL,No,NULL,NULL,,NULL,26806,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Evanston,NULL,NULL,NULL
NULL,Decline,No,NULL,NULL,,NULL,26809,Asian,NULL,No,Yes,NULL,2013,Accept,Decline,NULL,NULL,Waitlist,Cook,Schaumburg,710,570,600
NULL,NULL,No,NULL,NULL,,NULL,34007,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,McLean,Bloomington,380,550,NULL
Yes,Accept,Yes,NULL,Yes,,Yes,26818,Asian,No,Yes,Yes,Yes,2012,Accept,NULL,NULL,Yes,Waitlist,McLean,Bloomington,650,660,580
NULL,NULL,No,NULL,NULL,Asian,NULL,14019,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,Hanover Park,610,590,530
NULL,NULL,No,NULL,NULL,,NULL,26824,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Darien,720,560,600
NULL,NULL,No,NULL,NULL,,NULL,3352,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,Lake,Lake Bluff,600,620,510
NULL,NULL,No,NULL,NULL,,NULL,3352,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Lake,Lake Bluff,670,650,560
NULL,NULL,No,NULL,NULL,,NULL,26849,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Lake,Gurnee,520,410,NULL
NULL,NULL,Yes,NULL,Yes,Asian,Yes,26862,Asian,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,McHenry,Lk In The Hls,680,550,520
Yes,Accept,Yes,NULL,No,Asian,No,29881,Asian,Yes,Yes,Yes,Yes,2014,Accept,NULL,NULL,Yes,Waitlist,Kane,Geneva,720,640,NULL
NULL,NULL,Yes,NULL,No,Asian,No,43875,Asian,Yes,Yes,Yes,Yes,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Addison,500,470,470
Yes,Accept,Yes,NULL,No,Asian,No,43875,Asian,Yes,Yes,Yes,Yes,2016,Accept,NULL,NULL,Yes,Waitlist,DuPage,Addison,520,470,450
NULL,NULL,No,NULL,NULL,,NULL,26876,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Rolling Mdws,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,26881,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Kane,Batavia,750,610,540
NULL,NULL,Yes,NULL,Yes,,Yes,26891,Asian,No,Yes,Yes,Yes,2011,NULL,NULL,NULL,NULL,No Offer,Will,Naperville,720,490,NULL
Yes,Accept,Yes,NULL,Yes,,Yes,26891,Asian,No,Yes,Yes,Yes,2012,Accept,NULL,NULL,Yes,Waitlist,Will,Naperville,730,540,480
NULL,Decline,No,NULL,No,,No,29884,Asian,NO,No,Yes,NO,2014,Accept,Decline,NULL,NULL,Waitlist,Cook,Schaumburg,730,660,NULL
NULL,NULL,No,NULL,NULL,,NULL,26913,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Kane,Elgin,430,540,560
NULL,NULL,No,NULL,NULL,,NULL,2815,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Kendall,Oswego,430,510,NULL
NULL,NULL,Yes,NULL,Yes,White,Yes,9000,White,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer,Kendall,Oswego,590,560,590
Yes,Accept,Yes,NULL,Yes,White,Yes,9000,White,No,Yes,Yes,Yes,2013,Accept,NULL,NULL,Yes,Waitlist,Kendall,Oswego,650,650,610
NULL,NULL,No,NULL,NULL,Asian,NULL,44369,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Peoria,Edwards,560,590,690
Yes,Accept,Yes,4,No,Asian,No,29885,Asian,Yes,Yes,Yes,Yes,2014,Accept,NULL,NULL,Yes,Waitlist,Lake,Zion,610,510,NULL
NULL,NULL,Yes,NULL,No,Asian,No,15034,Asian,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Orland Park,630,570,640
NULL,NULL,No,NULL,NULL,,NULL,26936,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Elmwood Park,540,520,480
NULL,NULL,No,NULL,NULL,,NULL,26951,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Dekalb,Sycamore,480,590,530
NULL,NULL,No,NULL,NULL,,NULL,5319,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Palos Heights,470,540,570
NULL,NULL,No,NULL,NULL,,NULL,5319,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Palos Heights,540,640,600
NULL,NULL,No,NULL,NULL,Hispanic or Latino,NULL,14035,Hispanic or Latino,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Cook,Berwyn,420,480,480
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, White",NULL,34008,Hispanic or Latino,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,460,430,NULL
NULL,NULL,No,NULL,NULL,,NULL,15632,Hispanic or Latino,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Chicago,560,510,670
NULL,NULL,No,NULL,NULL,,NULL,15632,Hispanic or Latino,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,570,580,610
NULL,NULL,No,NULL,NULL,Asian,NULL,44371,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,Waitlist,Cook,Palatine,740,560,650
NULL,NULL,Yes,NULL,No,Black or African American,No,29728,Black or African American,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Cntry Clb Hls,480,600,510
NULL,NULL,No,NULL,NULL,White,NULL,34009,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,Deferred,Lake,Buffalo Grove,710,690,NULL
NULL,NULL,No,NULL,NULL,,NULL,34010,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,740,730,NULL
NULL,NULL,No,NULL,NULL,,NULL,12205,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Kane,Batavia,510,510,450
NULL,NULL,No,NULL,NULL,Asian,NULL,6254,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,DuPage,Woodridge,550,520,530
NULL,NULL,No,NULL,NULL,,NULL,27008,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,Waitlist,Lake,Grayslake,700,500,NULL
NULL,NULL,No,NULL,NULL,,NULL,27014,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Will,Naperville,490,480,460
NULL,NULL,No,NULL,NULL,,NULL,27014,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Will,Naperville,590,540,530
NULL,NULL,No,NULL,NULL,,NULL,27019,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Naperville,630,490,430
NULL,NULL,No,NULL,NULL,,NULL,27019,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,740,560,NULL
NULL,NULL,No,NULL,NULL,,NULL,27020,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Des Plaines,460,430,380
Yes,Accept,Yes,NULL,Yes,,Yes,27018,Asian,No,Yes,Yes,Yes,2012,Accept,NULL,NULL,Yes,Waitlist,Will,Plainfield,660,510,590
NULL,NULL,No,NULL,NULL,Asian,NULL,43877,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,510,420,420
NULL,NULL,No,NULL,NULL,Asian,NULL,34011,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,640,410,NULL
NULL,NULL,No,NULL,NULL,Asian,NULL,34011,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,670,500,500
NULL,NULL,No,NULL,NULL,,NULL,27049,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Naperville,650,650,570
NULL,NULL,No,NULL,NULL,,NULL,34012,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Will,Bolingbrook,650,530,NULL
NULL,NULL,No,NULL,NULL,,NULL,27065,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Glen Ellyn,560,420,NULL
NULL,NULL,No,NULL,NULL,,NULL,27065,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,DuPage,Glen Ellyn,640,500,530
NULL,NULL,No,NULL,NULL,,NULL,34013,Not Reported,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,27076,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Orland Park,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,27076,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Orland Park,440,450,490
NULL,NULL,No,NULL,NULL,,NULL,27081,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,Waitlist,Cook,Oak Park,700,530,520
NULL,NULL,No,NULL,NULL,,NULL,4879,Black or African American,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Markham,NULL,NULL,NULL
NULL,NULL,Yes,NULL,No,White,No,43878,White,Yes,Yes,Yes,Yes,2015,NULL,NULL,NULL,NULL,No Offer,Will,Plainfield,540,600,600
NULL,NULL,Yes,NULL,Yes,,Yes,27104,White,No,Yes,Yes,Yes,2011,NULL,NULL,NULL,NULL,No Offer,Will,Plainfield,580,570,NULL
NULL,NULL,Yes,NULL,No,"Asian, White",No,27106,Two or More Races,No,Yes,Yes,Yes,2011,NULL,NULL,NULL,NULL,No Offer,Peoria,Peoria,720,580,NULL
NULL,NULL,No,NULL,NULL,,NULL,34014,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,McHenry,Crystal Lake,640,690,NULL
NULL,NULL,No,NULL,NULL,,NULL,27112,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Kendall,Oswego,560,580,NULL
NULL,NULL,No,NULL,NULL,,NULL,2820,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,McLean,Normal,650,730,NULL
NULL,NULL,No,NULL,NULL,,NULL,4883,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Winnebago,Rockford,580,470,NULL
NULL,NULL,No,NULL,NULL,,NULL,8057,Black or African American,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Calumet City,420,250,NULL
NULL,NULL,No,NULL,NULL,White,NULL,12133,White,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,McLean,Normal,640,580,590
NULL,NULL,Yes,NULL,Yes,White,Yes,12183,White,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,St. Clair,O Fallon,570,620,520
NULL,NULL,No,NULL,NULL,,NULL,15642,Black or African American,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Calumet City,540,510,NULL
NULL,NULL,No,NULL,NULL,,NULL,27140,Black or African American,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Cntry Clb Hls,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,27140,Black or African American,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Cntry Clb Hls,460,470,NULL
NULL,NULL,No,NULL,NULL,,NULL,27159,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Merrionett Pk,490,540,NULL
NULL,NULL,No,NULL,NULL,,NULL,27159,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,580,630,580
NULL,NULL,Yes,1,No,Two or More Races,No,15640,Two or More Races,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer-8th,McLean,Bloomington,620,660,610
NULL,NULL,No,NULL,NULL,,NULL,27168,Black or African American,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Dolton,450,440,380
NULL,NULL,No,NULL,No,White,No,15646,White,No,No,Yes,Yes,2014,NULL,NULL,NULL,NULL,No Offer,Dekalb,Kirkland,560,560,NULL
NULL,NULL,No,NULL,NULL,,NULL,34015,White,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Will,Plainfield,570,480,NULL
NULL,NULL,No,NULL,NULL,,NULL,27174,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Schaumburg,670,620,580
NULL,NULL,No,NULL,NULL,Asian,NULL,44373,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,McLean,Bloomington,470,480,500
NULL,NULL,No,NULL,NULL,Asian,NULL,33615,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Rock Island,Moline,550,410,410
NULL,NULL,No,NULL,NULL,,NULL,27183,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,Waitlist,Cook,Inverness,640,630,670
NULL,NULL,Yes,NULL,Yes,Asian,Yes,27184,Asian,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,Cook,Inverness,740,610,670
Yes,Accept,Yes,NULL,Yes,Asian,Yes,27184,Asian,No,Yes,Yes,Yes,2013,Accept,NULL,NULL,Yes,Waitlist,Cook,Inverness,700,730,700
NULL,NULL,No,NULL,NULL,,NULL,34016,Hispanic or Latino,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Cicero,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,27192,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Evanston,620,540,NULL
NULL,NULL,No,NULL,NULL,,NULL,3355,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,650,490,NULL
Yes,Accept,Yes,NULL,Yes,,Yes,27200,Asian,No,Yes,Yes,Yes,2011,Accept,NULL,NULL,Yes,Waitlist,McLean,Bloomington,680,600,NULL
NULL,NULL,No,NULL,NULL,,NULL,27239,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,Waitlist,DuPage,Naperville,740,560,NULL
NULL,NULL,No,NULL,NULL,"Asian, White",NULL,9339,Two or More Races,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,West Chicago,590,580,NULL
NULL,NULL,No,NULL,NULL,,NULL,14910,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer-8th,Cook,River Grove,490,520,490
NULL,NULL,No,NULL,NULL,,NULL,27275,Black or African American,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,520,460,480
NULL,NULL,Yes,NULL,No,Asian,No,27293,Asian,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer-8th,DuPage,Willowbrook,640,630,740
Yes,Accept,Yes,NULL,Yes,,Yes,27294,White,No,Yes,Yes,Yes,2012,Accept,NULL,NULL,Yes,Waitlist,Cook,Oak Forest,580,630,510
NULL,NULL,No,NULL,NULL,,NULL,27306,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Will,Plainfield,590,520,520
NULL,NULL,No,NULL,NULL,Black or African American,NULL,33660,Black or African American,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,27310,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Lake,Ingleside,540,470,480
NULL,NULL,No,NULL,NULL,White,NULL,11185,White,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Sangamon,Springfield,520,560,560
NULL,NULL,No,NULL,NULL,,NULL,27313,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,590,480,520
Yes,Accept,Yes,NULL,No,Asian,No,44378,Asian,Yes,Yes,Yes,Yes,2016,Accept,NULL,NULL,Yes,Waitlist,DuPage,Aurora,740,570,650
NULL,NULL,No,NULL,NULL,,NULL,27314,Not Reported,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Cook,Tinley Park,630,560,500
NULL,NULL,No,NULL,NULL,,NULL,4897,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Champaign,Champaign,540,500,430
NULL,NULL,No,NULL,NULL,,NULL,27325,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Westmont,620,680,NULL
NULL,NULL,No,NULL,NULL,,NULL,27328,Asian,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Rolling Mdws,650,560,NULL
NULL,NULL,No,NULL,NULL,Asian,NULL,44379,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,370,360,330
NULL,NULL,No,NULL,NULL,Asian,NULL,43880,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kendall,Oswego,620,460,460
NULL,NULL,No,NULL,NULL,Asian,NULL,44381,Asian,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,Palatine,570,460,520
Yes,Accept,Yes,NULL,No,Asian,No,44380,Asian,Yes,Yes,Yes,Yes,2016,Accept,NULL,NULL,Yes,Waitlist,Lake,Buffalo Grove,680,620,560
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, Asian",NULL,34017,Hispanic or Latino,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,640,480,NULL
NULL,NULL,No,NULL,NULL,"Hispanic or Latino, Asian",NULL,34017,Hispanic or Latino,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Kane,Aurora,670,540,540
NULL,NULL,No,NULL,NULL,,NULL,9341,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,550,590,NULL
NULL,NULL,No,NULL,NULL,White,NULL,44382,White,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,Evergreen Pk,590,590,490
NULL,NULL,No,NULL,NULL,,NULL,15653,Black or African American,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Cook,Homewood,470,610,NULL
NULL,NULL,No,NULL,NULL,,NULL,27375,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,720,620,NULL
NULL,NULL,Yes,NULL,No,White,No,9727,White,Yes,Yes,Yes,Yes,2015,NULL,NULL,NULL,NULL,No Offer,Will,Bolingbrook,680,480,480
NULL,NULL,No,NULL,NULL,"Asian, White",NULL,44383,Two or More Races,NULL,No,Yes,NULL,2016,NULL,NULL,NULL,NULL,No Offer,Cook,S Barrington,580,550,450
NULL,NULL,Yes,NULL,Yes,White,Yes,2613,White,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,Dekalb,Dekalb,610,580,530
NULL,NULL,No,NULL,NULL,,NULL,6421,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Westmont,620,440,NULL
NULL,NULL,No,NULL,NULL,Black or African American,NULL,8078,Black or African American,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Cook,Lynwood,430,490,490
NULL,NULL,No,NULL,NULL,"American Indian or Alaska Native, White",NULL,27403,Two or More Races,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Hometown,470,540,NULL
NULL,NULL,No,NULL,NULL,"American Indian or Alaska Native, White",NULL,27403,Two or More Races,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Hometown,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,27427,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Des Plaines,320,400,NULL
NULL,NULL,No,NULL,NULL,,NULL,27430,Black or African American,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Lansing,NULL,NULL,NULL
NULL,NULL,No,NULL,NULL,,NULL,43881,Not Reported,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,600,660,660
NULL,NULL,No,NULL,NULL,,NULL,34018,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,Kane,Geneva,510,480,NULL
NULL,NULL,No,NULL,NULL,,NULL,27469,White,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,DuPage,Hinsdale,670,540,NULL
NULL,NULL,No,NULL,NULL,,NULL,1461,Not Reported,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Lake,Highland Park,670,560,570
NULL,NULL,No,NULL,NULL,"American Indian or Alaska Native, White",NULL,27503,Two or More Races,NULL,No,Yes,NULL,2011,NULL,NULL,NULL,NULL,No Offer,Cook,Chicago,590,530,NULL
NULL,NULL,No,NULL,NULL,,NULL,27510,White,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer-8th,Will,Lockport,600,570,420
NULL,NULL,No,NULL,NULL,,NULL,27510,White,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,Will,Lockport,640,630,560
NULL,NULL,Yes,NULL,Yes,Hispanic or Latino,Yes,1180,Hispanic or Latino,No,Yes,Yes,Yes,2012,NULL,NULL,NULL,NULL,No Offer-8th,Kendall,Plano,610,590,560
NULL,NULL,No,NULL,NULL,Asian,NULL,43883,Asian,NULL,No,Yes,NULL,2015,NULL,NULL,NULL,NULL,No Offer,Will,Romeoville,670,510,510
NULL,NULL,No,NULL,NULL,,NULL,27520,Asian,NULL,No,Yes,NULL,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,600,330,430
NULL,NULL,No,NULL,NULL,,NULL,27520,Asian,NULL,No,Yes,NULL,2014,NULL,NULL,NULL,NULL,No Offer,DuPage,Naperville,660,480,NULL
NULL,NULL,No,NULL,NULL,,NULL,6422,Asian,NULL,No,Yes,NULL,2012,NULL,NULL,NULL,NULL,No Offer,Cook,Hoffman Est,510,370,400
NULL,NULL,Yes,NULL,No,Asian,No,27527,Asian,Yes,Yes,Yes,Yes,2013,NULL,NULL,NULL,NULL,No Offer,DuPage,Aurora,590,460,430
NULL,NULL,Yes,NULL,Yes,,Yes,27529,Asian,No,Yes,Yes,Yes,2011,NULL,NULL,NULL,NULL,No Offer,Will,Bolingbrook,580,550,NULL
Yes,Accept,Yes,NULL,No,Asian,No,27527,Asian,Yes,Yes,Yes,Yes,2014,Accept,NULL,NULL,Yes,Waitlist,DuPage,Aurora,660,490,NULL
